indicator,indicator_family,required
Generation|Percentile 25|Heat|Liquids|Fossil|Gasoline,Percentile25_hourly_generation,False
Generation|Percentile 50|Heat|Liquids|Fossil|Gasoline,Percentile50_hourly_generation,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Solid bio and waste|Primary solid biomass,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Liquids|Fossil|LDV,fuel_eff_emi_road,False
Installed capacity|Heat|Liquids|Fossil|Methanol,installed_capacity_supply,False
Generation|Yearly|Heat|Liquids|Fossil|Methanol,yearly_generation_supply,False
Fuel consumption|Heat|Liquids|Fossil|Methanol,fuel_consumption_supply,False
Efficiency|Heat|Liquids|Fossil|Methanol,efficiency_supply,False
Investments|Heat|Liquids|Fossil|Methanol,investment_supply,False
Generation|Winter peak|Heat|Liquids|Fossil|Methanol,winter_peak_hourly_generation,False
Generation|Summer peak|Heat|Liquids|Fossil|Methanol,summer_peak_hourly_generation,False
Generation|Percentile 25|Heat|Liquids|Fossil|Methanol,Percentile25_hourly_generation,False
Generation|Percentile 50|Heat|Liquids|Fossil|Methanol,Percentile50_hourly_generation,False
Final energy consumption|Heating|Water heating and cooking|Gases|Fossil|Natural Gas,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Solid bio and waste|Waste,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Liquids|Fossil|Diesel|LDV,fuel_eff_emi_road,False
Installed capacity|Heat|Liquids|Fossil|Others,installed_capacity_supply,False
Generation|Yearly|Heat|Liquids|Fossil|Others,yearly_generation_supply,False
Fuel consumption|Heat|Liquids|Fossil|Others,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Heat|Gases|P2G,emission_supply,True
Efficiency|Heat|Liquids|Fossil|Others,efficiency_supply,False
Investments|Heat|Liquids|Fossil|Others,investment_supply,False
Generation|Winter peak|Heat|Liquids|Fossil|Others,winter_peak_hourly_generation,False
Generation|Summer peak|Heat|Liquids|Fossil|Others,summer_peak_hourly_generation,False
Generation|Percentile 25|Heat|Liquids|Fossil|Others,Percentile25_hourly_generation,False
Generation|Percentile 50|Heat|Liquids|Fossil|Others,Percentile50_hourly_generation,False
Efficiency|Transportation|Road|Freight|Liquids|Fossil|Gasoline|LDV,fuel_eff_emi_road,False
Final energy consumption|Heating|Water heating and cooking|Liquids|Bio,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Gases|Fossil|Natural Gas,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Liquids|Fossil|Methanol|LDV,fuel_eff_emi_road,False
Installed capacity|Heat|Gas|Fossil|Natural Gas,installed_capacity_supply,True
Generation|Yearly|Heat|Gas|Fossil|Natural Gas,yearly_generation_supply,True
Fuel consumption|Heat|Gas|Fossil|Natural Gas,fuel_consumption_supply,True
Emissions|Kyoto gases|Fossil CO2|Heat|Solar,emission_supply,True
Efficiency|Heat|Gas|Fossil|Natural Gas,efficiency_supply,True
Investments|Heat|Gas|Fossil|Natural Gas,investment_supply,True
Generation|Winter peak|Heat|Gas|Fossil|Natural Gas,winter_peak_hourly_generation,True
Generation|Summer peak|Heat|Gas|Fossil|Natural Gas,summer_peak_hourly_generation,True
Generation|Percentile 25|Heat|Gas|Fossil|Natural Gas,Percentile25_hourly_generation,True
Generation|Percentile 50|Heat|Gas|Fossil|Natural Gas,Percentile50_hourly_generation,True
Final energy consumption|Heating|Water heating and cooking|Liquids|Bio|Diesel,fuel_eff_emi_heating,False
Efficiency|Transportation|Road|Freight|Liquids|Fossil|Others|LDV,fuel_eff_emi_road,False
Final energy consumption|Heating|Water heating and cooking|Liquids|Bio|Gasoline,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Liquids|P2L,fuel_eff_emi_heavy_ind,False
Installed capacity|Heat|Liquids|Bio,installed_capacity_supply,True
Generation|Yearly|Heat|Liquids|Bio,yearly_generation_supply,True
Fuel consumption|Heat|Liquids|Bio,fuel_consumption_supply,True
Efficiency|Heat|Liquids|Bio,efficiency_supply,True
Investments|Heat|Liquids|Bio,investment_supply,True
Generation|Winter peak|Heat|Liquids|Bio,winter_peak_hourly_generation,True
Generation|Summer peak|Heat|Liquids|Bio,summer_peak_hourly_generation,True
Generation|Percentile 25|Heat|Liquids|Bio,Percentile25_hourly_generation,True
Generation|Percentile 50|Heat|Liquids|Bio,Percentile50_hourly_generation,True
Final energy consumption|Heating|Water heating and cooking|Liquids|Bio|Methanol,fuel_eff_emi_heating,False
Efficiency|Transportation|Road|Freight|Gases|Fossil|Natural gas|LDV,fuel_eff_emi_road,False
Installed capacity|Heat|Liquids|Bio|Diesel,installed_capacity_supply,False
Generation|Yearly|Heat|Liquids|Bio|Diesel,yearly_generation_supply,False
Fuel consumption|Heat|Liquids|Bio|Diesel,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Coal,emission_supply,False
Efficiency|Heat|Liquids|Bio|Diesel,efficiency_supply,False
Investments|Heat|Liquids|Bio|Diesel,investment_supply,False
Generation|Winter peak|Heat|Liquids|Bio|Diesel,winter_peak_hourly_generation,False
Generation|Summer peak|Heat|Liquids|Bio|Diesel,summer_peak_hourly_generation,False
Generation|Percentile 25|Heat|Liquids|Bio|Diesel,Percentile25_hourly_generation,False
Generation|Percentile 50|Heat|Liquids|Bio|Diesel,Percentile50_hourly_generation,False
Final energy consumption|Heating|Water heating and cooking|Liquids|Bio|Others,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Gases|P2G,fuel_eff_emi_heavy_ind,False
Installed capacity|Heat|Liquids|Bio|Gasoline,installed_capacity_supply,False
Generation|Yearly|Heat|Liquids|Bio|Gasoline,yearly_generation_supply,False
Fuel consumption|Heat|Liquids|Bio|Gasoline,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Coal|Brown Coal,emission_supply,False
Efficiency|Heat|Liquids|Bio|Gasoline,efficiency_supply,False
Investments|Heat|Liquids|Bio|Gasoline,investment_supply,False
Generation|Winter peak|Heat|Liquids|Bio|Gasoline,winter_peak_hourly_generation,False
Generation|Summer peak|Heat|Liquids|Bio|Gasoline,summer_peak_hourly_generation,False
Generation|Percentile 25|Heat|Liquids|Bio|Gasoline,Percentile25_hourly_generation,False
Generation|Percentile 50|Heat|Liquids|Bio|Gasoline,Percentile50_hourly_generation,False
Final energy consumption|Heating|Water heating and cooking|Gases|Bio|,fuel_eff_emi_heating,False
Efficiency|Transportation|Road|Freight|Liquids|Bio|LDV,fuel_eff_emi_road,False
Installed capacity|Heat|Liquids|Bio|Methanol,installed_capacity_supply,False
Generation|Yearly|Heat|Liquids|Bio|Methanol,yearly_generation_supply,False
Fuel consumption|Heat|Liquids|Bio|Methanol,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Coal|Brown Coal|Sub-bituminous coal,emission_supply,False
Efficiency|Heat|Liquids|Bio|Methanol,efficiency_supply,False
Investments|Heat|Liquids|Bio|Methanol,investment_supply,False
Generation|Winter peak|Heat|Liquids|Bio|Methanol,winter_peak_hourly_generation,False
Generation|Summer peak|Heat|Liquids|Bio|Methanol,summer_peak_hourly_generation,False
Generation|Percentile 25|Heat|Liquids|Bio|Methanol,Percentile25_hourly_generation,False
Generation|Percentile 50|Heat|Liquids|Bio|Methanol,Percentile50_hourly_generation,False
Final energy consumption|Heating|Water heating and cooking|Gases|Bio|Biogas,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Heating|Steam|DHE,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Liquids|Bio|Diesel|LDV,fuel_eff_emi_road,False
Installed capacity|Heat|Liquids|Bio|Others,installed_capacity_supply,False
Generation|Yearly|Heat|Liquids|Bio|Others,yearly_generation_supply,False
Fuel consumption|Heat|Liquids|Bio|Others,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Coal|Brown Coal|Lignite,emission_supply,False
Efficiency|Heat|Liquids|Bio|Others,efficiency_supply,False
Investments|Heat|Liquids|Bio|Others,investment_supply,False
Generation|Winter peak|Heat|Liquids|Bio|Others,winter_peak_hourly_generation,False
Generation|Summer peak|Heat|Liquids|Bio|Others,summer_peak_hourly_generation,False
Generation|Percentile 25|Heat|Liquids|Bio|Others,Percentile25_hourly_generation,False
Generation|Percentile 50|Heat|Liquids|Bio|Others,Percentile50_hourly_generation,False
Final energy consumption|Heating|Water heating and cooking|Gases|Bio|Biomethane,fuel_eff_emi_heating,False
Efficiency|Transportation|Road|Freight|Liquids|Bio|Gasoline|LDV,fuel_eff_emi_road,False
Installed capacity|Heat|Gases|Bio,installed_capacity_supply,True
Generation|Yearly|Heat|Gases|Bio,yearly_generation_supply,True
Fuel consumption|Heat|Gases|Bio,fuel_consumption_supply,True
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Coal|Hard Coal,emission_supply,False
Efficiency|Heat|Gases|Bio,efficiency_supply,True
Investments|Heat|Gases|Bio,investment_supply,True
Generation|Winter peak|Heat|Gases|Bio,winter_peak_hourly_generation,True
Generation|Summer peak|Heat|Gases|Bio,summer_peak_hourly_generation,True
Generation|Percentile 25|Heat|Gases|Bio,Percentile25_hourly_generation,True
Generation|Percentile 50|Heat|Gases|Bio,Percentile50_hourly_generation,True
Final energy consumption|Heating|Water heating and cooking|Solid bio and waste,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Coal,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Liquids|Bio|Methanol|LDV,fuel_eff_emi_road,False
Installed capacity|Heat|Gases|Bio|Biogas,installed_capacity_supply,False
Generation|Yearly|Heat|Gases|Bio|Biogas,yearly_generation_supply,False
Fuel consumption|Heat|Gases|Bio|Biogas,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Coal|Hard Coal|Anthracite,emission_supply,False
Efficiency|Heat|Gases|Bio|Biogas,efficiency_supply,False
Investments|Heat|Gases|Bio|Biogas,investment_supply,False
Generation|Winter peak|Heat|Gases|Bio|Biogas,winter_peak_hourly_generation,False
Generation|Summer peak|Heat|Gases|Bio|Biogas,summer_peak_hourly_generation,False
Generation|Percentile 25|Heat|Gases|Bio|Biogas,Percentile25_hourly_generation,False
Generation|Percentile 50|Heat|Gases|Bio|Biogas,Percentile50_hourly_generation,False
Final energy consumption|Heating|Water heating and cooking|Solid bio and waste|Primary solid biomass,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Coal|Brown Coal| ,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Liquids|Bio|Others|LDV,fuel_eff_emi_road,False
Installed capacity|Heat|Gases|Bio|Syngas,installed_capacity_supply,False
Generation|Yearly|Heat|Gases|Bio|Syngas,yearly_generation_supply,False
Fuel consumption|Heat|Gases|Bio|Syngas,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Coal|Hard Coal|Coking coal,emission_supply,False
Efficiency|Heat|Gases|Bio|Syngas,efficiency_supply,False
Investments|Heat|Gases|Bio|Syngas,investment_supply,False
Generation|Winter peak|Heat|Gases|Bio|Syngas,winter_peak_hourly_generation,False
Generation|Summer peak|Heat|Gases|Bio|Syngas,summer_peak_hourly_generation,False
Generation|Percentile 25|Heat|Gases|Bio|Syngas,Percentile25_hourly_generation,False
Generation|Percentile 50|Heat|Gases|Bio|Syngas,Percentile50_hourly_generation,False
Final energy consumption|Heating|Water heating and cooking|Solid bio and waste|Waste,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Coal|Brown Coal|Sub-bituminous coal,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Gases|Bio|Biomethane|LDV,fuel_eff_emi_road,False
Installed capacity|Heat|Gases|Bio|Biomethane,installed_capacity_supply,False
Generation|Yearly|Heat|Gases|Bio|Biomethane,yearly_generation_supply,False
Fuel consumption|Heat|Gases|Bio|Biomethane,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Coal|Hard Coal|Bituminous coal,emission_supply,False
Efficiency|Heat|Gases|Bio|Biomethane,efficiency_supply,False
Investments|Heat|Gases|Bio|Biomethane,investment_supply,False
Generation|Winter peak|Heat|Gases|Bio|Biomethane,winter_peak_hourly_generation,False
Generation|Summer peak|Heat|Gases|Bio|Biomethane,summer_peak_hourly_generation,False
Generation|Percentile 25|Heat|Gases|Bio|Biomethane,Percentile25_hourly_generation,False
Generation|Percentile 50|Heat|Gases|Bio|Biomethane,Percentile50_hourly_generation,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Coal|Brown Coal|Lignite,fuel_eff_emi_heavy_ind,False
Installed capacity|Heat|Solid bio and waste,installed_capacity_supply,True
Generation|Yearly|Heat|Solid bio and waste,yearly_generation_supply,True
Fuel consumption|Heat|Solid bio and waste,fuel_consumption_supply,True
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Coal|Coal products,emission_supply,False
Efficiency|Heat|Solid bio and waste,efficiency_supply,True
Investments|Heat|Solid bio and waste,investment_supply,True
Generation|Winter peak|Heat|Solid bio and waste,winter_peak_hourly_generation,True
Generation|Summer peak|Heat|Solid bio and waste,summer_peak_hourly_generation,True
Generation|Percentile 25|Heat|Solid bio and waste,Percentile25_hourly_generation,True
Generation|Percentile 50|Heat|Solid bio and waste,Percentile50_hourly_generation,True
Final energy consumption|Heating|Water heating and cooking|Gases|Hydrogen,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Coal|Hard Coal| ,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Gases|Hydrogen|LDV,fuel_eff_emi_road,False
Installed capacity|Heat|Solid bio and waste|Primary solid biomass,installed_capacity_supply,False
Generation|Yearly|Heat|Solid bio and waste|Primary solid biomass,yearly_generation_supply,False
Fuel consumption|Heat|Solid bio and waste|Primary solid biomass,fuel_consumption_supply,False
Efficiency|Heat|Solid bio and waste|Primary solid biomass,efficiency_supply,False
Investments|Heat|Solid bio and waste|Primary solid biomass,investment_supply,False
Generation|Winter peak|Heat|Solid bio and waste|Primary solid biomass,winter_peak_hourly_generation,False
Generation|Summer peak|Heat|Solid bio and waste|Primary solid biomass,summer_peak_hourly_generation,False
Generation|Percentile 25|Heat|Solid bio and waste|Primary solid biomass,Percentile25_hourly_generation,False
Generation|Percentile 50|Heat|Solid bio and waste|Primary solid biomass,Percentile50_hourly_generation,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Coal|Hard Coal|Anthracite ,fuel_eff_emi_heavy_ind,False
Installed capacity|Heat|Solid bio and waste|Waste,installed_capacity_supply,False
Generation|Yearly|Heat|Solid bio and waste|Waste,yearly_generation_supply,False
Fuel consumption|Heat|Solid bio and waste|Waste,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Hydogen|Gas|Fossil|Natural Gas,emission_supply,False
Efficiency|Heat|Solid bio and waste|Waste,efficiency_supply,False
Investments|Heat|Solid bio and waste|Waste,investment_supply,False
Generation|Winter peak|Heat|Solid bio and waste|Waste,winter_peak_hourly_generation,False
Generation|Summer peak|Heat|Solid bio and waste|Waste,summer_peak_hourly_generation,False
Generation|Percentile 25|Heat|Solid bio and waste|Waste,Percentile25_hourly_generation,False
Generation|Percentile 50|Heat|Solid bio and waste|Waste,Percentile50_hourly_generation,False
Final energy consumption|Heating|Water heating and cooking|Liquids|P2L,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Coal|Hard Coal|Coking coal,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Liquids|P2L|LDV,fuel_eff_emi_road,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Coal|Hard Coal|Bituminous coal,fuel_eff_emi_heavy_ind,False
Installed capacity|Heat|Gases|Hydrogen,installed_capacity_supply,True
Generation|Yearly|Heat|Gases|Hydrogen,yearly_generation_supply,True
Fuel consumption|Heat|Gases|Hydrogen,fuel_consumption_supply,True
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Gas|P2G,emission_supply,False
Efficiency|Heat|Gases|Hydrogen,efficiency_supply,True
Investments|Heat|Gases|Hydrogen,investment_supply,True
Generation|Winter peak|Heat|Gases|Hydrogen,winter_peak_hourly_generation,True
Generation|Summer peak|Heat|Gases|Hydrogen,summer_peak_hourly_generation,True
Generation|Percentile 25|Heat|Gases|Hydrogen,Percentile25_hourly_generation,True
Generation|Percentile 50|Heat|Gases|Hydrogen,Percentile50_hourly_generation,True
Final energy consumption|Heating|Water heating and cooking|Gases|P2G,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Coal|Coal products| ,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Gases|P2G|LDV,fuel_eff_emi_road,False
Installed capacity|Heat|Liquids|P2L,installed_capacity_supply,True
Generation|Yearly|Heat|Liquids|P2L,yearly_generation_supply,True
Fuel consumption|Heat|Liquids|P2L,fuel_consumption_supply,True
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Gases|Bio|,emission_supply,False
Efficiency|Heat|Liquids|P2L,efficiency_supply,True
Investments|Heat|Liquids|P2L,investment_supply,True
Generation|Winter peak|Heat|Liquids|P2L,winter_peak_hourly_generation,True
Generation|Summer peak|Heat|Liquids|P2L,summer_peak_hourly_generation,True
Generation|Percentile 25|Heat|Liquids|P2L,Percentile25_hourly_generation,True
Generation|Percentile 50|Heat|Liquids|P2L,Percentile50_hourly_generation,True
Final energy consumption|Heating|Water heating and cooking|Electricity,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Liquids|Fossil,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Electricity|LDV,fuel_eff_emi_road,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Gases|Bio|Biomethane,emission_supply,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Liquids|Fossil|Diesel,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Electricity|Battery|LDV,fuel_eff_emi_road,False
Installed capacity|Heat|Gases|P2G,installed_capacity_supply,True
Generation|Yearly|Heat|Gases|P2G,yearly_generation_supply,True
Fuel consumption|Heat|Gases|P2G,fuel_consumption_supply,True
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Solid bio and waste,emission_supply,False
Efficiency|Heat|Gases|P2G,efficiency_supply,True
Investments|Heat|Gases|P2G,investment_supply,True
Generation|Winter peak|Heat|Gases|P2G,winter_peak_hourly_generation,True
Generation|Summer peak|Heat|Gases|P2G,summer_peak_hourly_generation,True
Generation|Percentile 25|Heat|Gases|P2G,Percentile25_hourly_generation,True
Generation|Percentile 50|Heat|Gases|P2G,Percentile50_hourly_generation,True
Final energy consumption|Heating|Water heating and cooking|District heating,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Liquids|Fossil|Gasoline,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Electricity|Hybrid|LDV,fuel_eff_emi_road,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Solid bio and waste|Primary solid biomass,emission_supply,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Liquids|Fossil|Methanol,fuel_eff_emi_heavy_ind,False
Installed capacity|Heat|Solar,installed_capacity_supply,True
Generation|Yearly|Heat|Solar,yearly_generation_supply,True
Fuel consumption|Heat|Solar,fuel_consumption_supply,True
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Solid bio and waste|Waste,emission_supply,False
Efficiency|Heat|Solar,efficiency_supply,True
Investments|Heat|Solar,investment_supply,True
Generation|Winter peak|Heat|Solar,winter_peak_hourly_generation,True
Generation|Summer peak|Heat|Solar,summer_peak_hourly_generation,True
Generation|Percentile 25|Heat|Solar,Percentile25_hourly_generation,True
Generation|Percentile 50|Heat|Solar,Percentile50_hourly_generation,True
Final energy consumption|Heating|Undefined|Coal,fuel_eff_emi_heating,True
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Liquids|Fossil|Others,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Liquids|Fossil|HDV,fuel_eff_emi_road,True
Final energy consumption|Heating|Undefined|Coal|Brown Coal| ,fuel_eff_emi_heating,False
Efficiency|Transportation|Road|Freight|Liquids|Fossil|Diesel|HDV,fuel_eff_emi_road,False
Installed capacity|Heat|Geothermal,installed_capacity_supply,True
Generation|Yearly|Heat|Geothermal,yearly_generation_supply,True
Fuel consumption|Heat|Geothermal,fuel_consumption_supply,True
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Coal|CCS,emission_supply,False
Efficiency|Heat|Geothermal,efficiency_supply,True
Investments|Heat|Geothermal,investment_supply,True
Generation|Winter peak|Heat|Geothermal,winter_peak_hourly_generation,True
Generation|Summer peak|Heat|Geothermal,summer_peak_hourly_generation,True
Generation|Percentile 25|Heat|Geothermal,Percentile25_hourly_generation,True
Generation|Percentile 50|Heat|Geothermal,Percentile50_hourly_generation,True
Final energy consumption|Heating|Undefined|Coal|Brown Coal|Sub-bituminous coal,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Gases|Fossil|Natural Gas,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Liquids|Fossil|Gasoline|HDV,fuel_eff_emi_road,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Coal|Brown Coal|CCS,emission_supply,False
Final energy consumption|Heating|Undefined|Coal|Brown Coal|Lignite,fuel_eff_emi_heating,False
Efficiency|Transportation|Road|Freight|Liquids|Fossil|Methanol|HDV,fuel_eff_emi_road,False
Installed capacity|Heat|Electricity|Heat Pumps,installed_capacity_supply,True
Generation|Yearly|Heat|Electricity|Heat Pumps,yearly_generation_supply,True
Fuel consumption|Heat|Electricity|Heat Pumps,fuel_consumption_supply,True
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Coal|Brown Coal|Sub-bituminous coal|CCS,emission_supply,False
Efficiency|Heat|Electricity|Heat Pumps,efficiency_supply,True
Investments|Heat|Electricity|Heat Pumps,investment_supply,True
Generation|Winter peak|Heat|Electricity|Heat Pumps,winter_peak_hourly_generation,True
Generation|Summer peak|Heat|Electricity|Heat Pumps,summer_peak_hourly_generation,True
Generation|Percentile 25|Heat|Electricity|Heat Pumps,Percentile25_hourly_generation,True
Generation|Percentile 50|Heat|Electricity|Heat Pumps,Percentile50_hourly_generation,True
Final energy consumption|Heating|Undefined|Coal|Hard Coal| ,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Liquids|Bio,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Liquids|Fossil|Others|HDV,fuel_eff_emi_road,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Coal|Brown Coal|Lignite|CCS,emission_supply,False
Final energy consumption|Heating|Undefined|Coal|Hard Coal|Anthracite ,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Liquids|Bio|Diesel,fuel_eff_emi_heavy_ind,False
Installed capacity|Hydrogen,installed_capacity_supply,True
Generation|Yearly|Hydrogen,yearly_generation_supply,True
Fuel consumption|Hydrogen|Coal,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Coal|Hard Coal|CCS,emission_supply,False
Efficiency|Hydrogen|Coal,efficiency_supply,False
Investment|Hydrogen,investment_supply,True
Generation|Winter peak|Hydrogen,winter_peak_hourly_generation,True
Generation|Summer peak|Hydrogen,summer_peak_hourly_generation,True
Generation|Percentile 25|Hydrogen,Percentile25_hourly_generation,True
Generation|Percentile 50|Hydrogen,Percentile50_hourly_generation,True
Final energy consumption|Heating|Undefined|Coal|Hard Coal|Coking coal,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Liquids|Bio|Gasoline,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Gases|Fossil|Natural gas|HDV,fuel_eff_emi_road,True
Fuel consumption|Hydrogen|Coal|Brown Coal,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Coal|Hard Coal|Anthracite|CCS,emission_supply,False
Efficiency|Hydrogen|Coal|Brown Coal,efficiency_supply,False
Final energy consumption|Heating|Undefined|Coal|Hard Coal|Bituminous coal,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Liquids|Bio|Methanol,fuel_eff_emi_heavy_ind,False
Installed capacity|Hydrogen|Coal,installed_capacity_supply,False
Generation|Yearly|Hydrogen|Coal,yearly_generation_supply,False
Fuel consumption|Hydrogen|Coal|Brown Coal|Sub-bituminous coal,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Coal|Hard Coal|Coking coal|CCS,emission_supply,False
Efficiency|Hydrogen|Coal|Brown Coal|Sub-bituminous coal,efficiency_supply,False
Investments|Hydrogen|Coal,investment_supply,False
Generation|Winter peak|Hydrogen|Coal,winter_peak_hourly_generation,False
Generation|Summer peak|Hydrogen|Coal,summer_peak_hourly_generation,False
Generation|Percentile 25|Hydrogen|Coal,Percentile25_hourly_generation,False
Generation|Percentile 50|Hydrogen|Coal,Percentile50_hourly_generation,False
Final energy consumption|Heating|Undefined|Coal|Coal products| ,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Liquids|Bio|Others,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Liquids|Bio|HDV,fuel_eff_emi_road,True
Installed capacity|Hydrogen|Coal|Brown Coal,installed_capacity_supply,False
Generation|Yearly|Hydrogen|Coal|Brown Coal,yearly_generation_supply,False
Fuel consumption|Hydrogen|Coal|Brown Coal|Lignite,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Coal|Hard Coal|Bituminous coal|CCS,emission_supply,False
Efficiency|Hydrogen|Coal|Brown Coal|Lignite,efficiency_supply,False
Investments|Hydrogen|Coal|Brown Coal,investment_supply,False
Generation|Winter peak|Hydrogen|Coal|Brown Coal,winter_peak_hourly_generation,False
Generation|Summer peak|Hydrogen|Coal|Brown Coal,summer_peak_hourly_generation,False
Generation|Percentile 25|Hydrogen|Coal|Brown Coal,Percentile25_hourly_generation,False
Generation|Percentile 50|Hydrogen|Coal|Brown Coal,Percentile50_hourly_generation,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Gases|Bio|Biomethane,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Liquids|Bio|Diesel|HDV,fuel_eff_emi_road,False
Installed capacity|Hydrogen|Coal|Brown Coal|Sub-bituminous coal,installed_capacity_supply,False
Generation|Yearly|Hydrogen|Coal|Brown Coal|Sub-bituminous coal,yearly_generation_supply,False
Fuel consumption|Hydrogen|Coal|Hard Coal,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Coal|Coal products|CCS,emission_supply,False
Efficiency|Hydrogen|Coal|Hard Coal,efficiency_supply,False
Investments|Hydrogen|Coal|Brown Coal|Sub-bituminous coal,investment_supply,False
Generation|Winter peak|Hydrogen|Coal|Brown Coal|Sub-bituminous coal,winter_peak_hourly_generation,False
