indicator,indicator_family,required
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Services|Solid bio and waste|Waste,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Services|Gases|Hydrogen,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Coal|Brown Coal| ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Coal|Brown Coal|Sub-bituminous coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Services|Liquids|P2L,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Coal|Brown Coal|Lignite,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Coal|Hard Coal| ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Services|Gases|P2G,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Coal|Hard Coal|Anthracite ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Coal|Hard Coal|Coking coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Coal|Hard Coal|Bituminous coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Coal|Brown Coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Coal|Coal products| ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Coal|Brown Coal|Sub-bituminous coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Coal|Brown Coal|Lignite,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Liquids|Fossil,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Coal|Hard Coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Liquids|Fossil|Diesel,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Coal|Hard Coal|Anthracite ,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Liquids|Fossil|Gasoline,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Coal|Hard Coal|Coking coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Liquids|Fossil|Methanol,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Coal|Hard Coal|Bituminous coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Liquids|Fossil|Others,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Coal|Coal products,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Gases|Fossil|Natural Gas,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Liquids|Fossil,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Liquids|Fossil|Diesel,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Liquids|Bio,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Liquids|Fossil|Gasoline,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Liquids|Bio|Diesel,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Liquids|Fossil|Methanol,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Liquids|Bio|Gasoline,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Liquids|Fossil|Others,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Liquids|Bio|Methanol,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Liquids|Bio|Others,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Gases|Fossil|Natural Gas,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Gases|Bio|Biomethane,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Liquids|Bio,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Solid bio and waste,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Liquids|Bio|Diesel,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Solid bio and waste|Primary solid biomass,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Liquids|Bio|Gasoline,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Solid bio and waste|Waste,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Liquids|Bio|Methanol,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Liquids|Bio|Others,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Gases|Fossil|Natural Gas,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Gases|Bio,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Gases|Bio|Biogas,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Liquids|P2L,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Gases|Bio|Biomethane,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Solid bio and waste,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Heating|Steam|Gases|P2G,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Solid bio and waste|Primary solid biomass,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Solid bio and waste|Waste,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Coal|Brown Coal| ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Gases|Hydrogen,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Coal|Brown Coal|Sub-bituminous coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Coal|Brown Coal|Lignite,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Liquids|P2L,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Coal|Hard Coal| ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Coal|Hard Coal|Anthracite ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Residential|Gases|P2G,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Coal|Hard Coal|Coking coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Coal|Hard Coal|Bituminous coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Coal|Coal products| ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Coal|Brown Coal ,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Coal|Brown Coal|Sub-bituminous coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Liquids|Fossil,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Coal|Brown Coal|Lignite,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Liquids|Fossil|Diesel,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Coal|Hard Coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Liquids|Fossil|Gasoline,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Coal|Hard Coal|Anthracite ,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Liquids|Fossil|Methanol,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Coal|Hard Coal|Coking coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Liquids|Fossil|Others,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Coal|Hard Coal|Bituminous coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Coal|Coal products| ,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Gases|Fossil|Natural Gas,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Liquids|Fossil,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Liquids|Bio,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Liquids|Fossil|Diesel,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Liquids|Bio|Diesel,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Liquids|Fossil|Gasoline,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Liquids|Bio|Gasoline,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Liquids|Fossil|Methanol,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Liquids|Bio|Methanol,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Liquids|Fossil|Others,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Liquids|Bio|Others,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Gases|Bio|Biomethane,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Gases|Fossil|Natural Gas,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Solid bio and waste,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Liquids|Bio,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Solid bio and waste|Primary solid biomass,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Liquids|Bio|Diesel,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Solid bio and waste|Waste,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Liquids|Bio|Gasoline,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Liquids|Bio|Methanol,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Gases|Fossil|Natural Gas,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Liquids|Bio|Others,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Gases|Bio,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Liquids|P2L,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Gases|Bio|Biogas,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Gases|Bio|Biomethane,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Steel and metallic|Others|Gases|P2G,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Solid bio and waste,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Solid bio and waste|Primary solid biomass,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Solid bio and waste|Waste,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Coal|Brown Coal| ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Coal|Brown Coal|Sub-bituminous coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Gases|Hydrogen,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Coal|Brown Coal|Lignite,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Coal|Hard Coal| ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Liquids|P2L,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Coal|Hard Coal|Anthracite ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Coal|Hard Coal|Coking coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Services|Gases|P2G,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Coal|Hard Coal|Bituminous coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Coal|Coal products| ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Coal|Brown Coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Liquids|Fossil,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Coal|Brown Coal|Sub-bituminous coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Liquids|Fossil|Diesel,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Coal|Brown Coal|Lignite,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Liquids|Fossil|Gasoline,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Coal|Hard Coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Liquids|Fossil|Methanol,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Coal|Hard Coal|Anthracite ,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Liquids|Fossil|Others,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Coal|Hard Coal|Coking coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Coal|Hard Coal|Bituminous coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Gases|Fossil|Natural Gas,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Coal|Coal products,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Liquids|Bio,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Liquids|Fossil,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Liquids|Bio|Diesel,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Liquids|Fossil|Diesel,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Liquids|Bio|Gasoline,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Liquids|Fossil|Gasoline,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Liquids|Bio|Methanol,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Liquids|Fossil|Methanol,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Liquids|Bio|Others,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Liquids|Fossil|Others,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Gases|Bio|Biomethane,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Gases|Fossil|Natural Gas,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Solid bio and waste,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Solid bio and waste|Primary solid biomass,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Liquids|Bio,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Solid bio and waste|Waste,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Liquids|Bio|Diesel,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Liquids|Bio|Gasoline,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Gases|Fossil|Natural Gas,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Liquids|Bio|Methanol,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Liquids|Bio|Others,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Liquids|P2L,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Gases|Bio,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Gases|Bio|Biogas,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Low enthalpy heat|Gases|P2G,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Gases|Bio|Biomethane,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Solid bio and waste,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Solid bio and waste|Primary solid biomass,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Coal|Brown Coal| ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Solid bio and waste|Waste,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Coal|Brown Coal|Sub-bituminous coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Coal|Brown Coal|Lignite,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Gases|Hydrogen,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Coal|Hard Coal| ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Coal|Hard Coal|Anthracite ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Liquids|P2L,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Coal|Hard Coal|Coking coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Coal|Hard Coal|Bituminous coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Space heating|Gases|P2G,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Coal|Coal products| ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Liquids|Fossil,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Coal|Brown Coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Liquids|Fossil|Diesel,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Coal|Brown Coal|Sub-bituminous coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Liquids|Fossil|Gasoline,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Coal|Brown Coal|Lignite,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Liquids|Fossil|Methanol,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Coal|Hard Coal ,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Liquids|Fossil|Others,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Coal|Hard Coal|Anthracite ,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Coal|Hard Coal|Coking coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Gases|Fossil|Natural Gas,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Coal|Hard Coal|Bituminous coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Coal|Coal products,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Liquids|Bio,fuel_eff_emi_heavy_ind,False
